,,,,宁波市海曙京成房产服务有限公司上海分公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13003710566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波大榭开发区奥克发展有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13003714999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波欣达建设项目管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13003732788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波市中瑞工程造价咨询有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13003763291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波嘉丰服饰有限公司上海分公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13004165558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波日协电脑有限公司成都办事处,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13032809940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波昆仑滨海酒店管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13056768069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波大榭开发区信辉置业咨询有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13056937365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波鑫旺餐饮管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13065625757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波市鄞州丰华宾馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13065635446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波豪莱投资发展有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13065641098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,上海万家货运代理有限公司宁波分公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13065676858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,上海安兴纸业有限公司宁波分公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13065681330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波乾通进出口有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13065832059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波威元新能源有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13095942008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波大达化学有限公司驻武汉办事处,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13098800053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,上海甬港达实业有限公司宁波分公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13105540317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波保税区杰瑞软件有限公司驻西安办事处,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13152093058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波罗蒙制衣有限公司北京销售分公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13161675598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波市金柏嘉酒店管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13251906070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波宁鹰评估咨询有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13306619010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波市北仑碧海山庄渔业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13306693397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,上海振兴电梯安装工程有限公司宁波分公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13311695215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波昌东股权投资合伙企业（有限合伙）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13311721202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波新兴达智能钢具有限公司天津分公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13323370779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波华丰建设集团股份有限公司上海分公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13331851688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,上海一茶一坐餐饮有限公司宁波天一乐购店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13336178712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波捷达投资有限责任公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13336606626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波市镇海真味堂餐饮管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13336660680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波江东曙光小肥羊餐饮有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13355996117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波宁兴特钢贸易有限公司上海分公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13357850996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波市江北晋甬煤炭有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13358732307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波银翔置业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13362452668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波鑫达货运有限公司上海分公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13422147614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波大为旅游投资有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13429364252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波派利尔电器有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13454737448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波千和置业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13484213139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波锦坤厨房设备有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13486036425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波兴华化学有限公司驻天津办事处,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13502033889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波帝航国际物流有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13505747751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波市科翔工程项目管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13505784606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波江东兴海人家餐饮有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13506889692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波现代建筑材料有限公司北京办事处,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13511020205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波方讯机械科技有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13566059703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波伊尔兰针织有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13566081561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波恒隆新型材料有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13567451065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波江东全雍城酒店管理咨询有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13586685619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波江东佰宁食品配送有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13586740567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波宁歆贸易股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13586798888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波正大粮油实业有限公司南京办事处,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13586856780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波永和豆浆店连锁管理有限公司桑田分公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13586910086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波中林投资有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13588436420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,上海一钢物贸有限公司宁波大榭分公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13601790577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波得力信置业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13605885111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波汉爵阳明大酒店有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13606748647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波名汇中源酒店物业服务有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13615882065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波弘益照明科技有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13626832143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波烟机气动元件厂北京销售中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13683699138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波南洋酒店用品制造有限公司北京厨具维修分公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13701332188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波兴昌物流有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13705740333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波市海曙竹林人家餐饮管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13705746737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波维科新业成长一号创业投资合伙企业（有限合伙）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13757113558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波市弘昌投资有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13777114055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波锦汇建设有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13777281868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波江东时间酒店管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13777639888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波市水云阁酒店管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13780008088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波市北仑区大碶汉森茶饮店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13780044145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波美亚光电科技有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13780075060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波北仑宏展酒店管理咨询有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13780080003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波市鄞州膳好家餐饮管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13780089290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,上海开泰电梯工程有限公司宁波分公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13801821340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波成路双马塑料机械制造有限公司驻天津办事处,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13803026658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波金碟精密机械制造有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13805826188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波联汉晟螺杆科技有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13805830892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波瑞泰建设有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13805833512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波菲祺国际贸易有限公司上海分公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13805863119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波胜鹏运输工程有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13805879998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波中冠工程造价事务所有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13806668025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波荣安生物药业有限公司驻成都经济联络处,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13808082208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波保税区明杰国际贸易有限公司南京办事处,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13813082063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波雅戈尔服饰有限公司上海金山石化专卖店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13816680846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波引发绿色食品有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13819808657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波经济技术开发区金湖湾经贸有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13857465610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
